newname,Unnamed: 0,0,1,2,3,4
顺康,15,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
千忆,16,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
万鑫,17,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
诚旭,18,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
腾飞,19,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
优格,20,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
未来健康,21,青岛未来健康餐饮管理有限公司,山东省,青岛市,黄岛区,临海路附近
鹏发源,22,青岛鹏发源餐饮管理有限公司,山东省,青岛市,黄岛区,东岳东路西100米
奇成记,23,青岛奇成记餐饮管理有限公司,山东省,青岛市,李沧区,书院一支路与书院路交叉口东50米
同凯华,24,青岛同凯华餐饮管理有限公司,山东省,青岛市,黄岛区,平安路与铁橛山路交叉口东100米
湘楚好齐万年泉路店,0,湘楚好齐(万年泉路店),山东省,青岛市,李沧区,李村商圈万年泉路67号(万年泉路地铁口B出口旁)
康信,0,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
益品厨房万达广场店,0,益品厨房(万达广场店),山东省,青岛市,李沧区,巨峰路179号-40单元1层1-2
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
美洁,1,青岛美洁餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台南路鲁宝精密工业有限公司向东30米
浩世,2,浩世(青岛)餐饮管理有限公司,山东省,青岛市,市南区,漳州一路与闽江二路交叉口南50米
多鲜乐,3,多鲜乐(青岛)餐饮管理有限公司,山东省,青岛市,市南区,东海西路17号海信大厦1217室
绿禾,4,青岛绿禾餐饮管理公司,山东省,青岛市,李沧区,浏阳路2甲-8号附近
高铁,5,青岛高铁餐饮管理公司,山东省,青岛市,市南区,泰安路16号
恒泰,6,青岛恒泰餐饮管理公司,山东省,青岛市,市北区,嘉定路17-2号市政写字楼2层
中泰,7,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
张宏,8,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
鑫丰,9,青岛鑫丰餐饮管理有限公司,山东省,青岛市,黄岛区,中心大街与福余街交叉口东50米
新宇,10,青岛新宇餐饮管理有限公司,山东省,青岛市,胶州市,爱民街与珠州路交叉口东50米
金谷,11,青岛金谷餐饮管理有限公司,山东省,青岛市,平度市,杭州路11-1号附近
高和,12,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
湾仔尚品,13,青岛湾仔尚品餐饮管理有限责任公司,山东省,青岛市,城阳区,兴阳路与安顺北路交叉口东南100米
创业帮,14,青岛创业帮餐饮管理有限公司,山东省,青岛市,城阳区,瑞阳路东50米
优格,15,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
腾飞,16,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
诚旭,17,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
万鑫,18,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
千忆,19,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
顺康,20,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
逸航,21,青岛逸航餐饮管理有限公司,山东省,青岛市,李沧区,夏庄路7号附近
康信,22,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
恒康,23,青岛恒康餐饮管理有限公司,山东省,青岛市,黄岛区,前湾港路402号
未来健康,24,青岛未来健康餐饮管理有限公司,山东省,青岛市,黄岛区,临海路附近
双新江山南路店,0,青岛双新餐饮有限公司江山南路店,山东省,青岛市,黄岛区,江山南路638-15号附近
多福林,1,青岛多福林餐饮管理有限公司,山东省,青岛市,黄岛区,中润检测中心东南(五龙河路南)
聚康菜馆府前街,0,聚康菜馆(府前街),山东省,青岛市,即墨区,文化路269号
泰祥源餐饮公司营养餐泰祥源美食城,0,泰祥源餐饮公司营养餐(泰祥源美食城),山东省,青岛市,市南区,宁夏路288号G3楼负一层
贤瑞德,0,青岛贤瑞德餐饮有限公司,山东省,青岛市,城阳区,宁海路与怡和路交叉口东200米
张宏,0,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
山东省东方海悦贸易张家庵子,1,山东省东方海悦贸易有限公司(张家庵子),山东省,青岛市,李沧区,枣山路113号
张纯银玉器,2,青岛张纯银玉器有限公司,山东省,青岛市,城阳区,和阳路与绣城路交叉口东南50米
张佳泰金属,3,张佳泰金属有限公司,山东省,青岛市,胶州市,胶西镇毛家沟村
张卫星香业,4,青岛张卫星香业有限公司,山东省,青岛市,平度市,外向型工业加工区香店村香店路西100米
张东一水产,5,青岛张东一水产有限公司,山东省,青岛市,市南区,团岛三路8-甲
张家口路桥建设集团,6,张家口路桥建设集团有限公司,山东省,青岛市,市北区,嘉定路17-2号市政写字楼309
牛牌机械,7,青岛牛牌机械有限公司,山东省,青岛市,黄岛区,王台镇逄猛张工业园
老张制帽设备,8,青岛老张制帽设备有限公司,山东省,青岛市,胶州市,李哥庄镇周家村
张氏机械,9,青岛张氏机械有限公司,山东省,青岛市,胶州市,西镇二期工业园
际源海藻,10,青岛市际源海藻有限责任公司,山东省,青岛市,黄岛区,王台镇逄猛张工业园
张安渔具,11,张安渔具有限公司,山东省,青岛市,平度市,南村镇南亭路37号
杜张氏医药保健品,12,青岛杜张氏医药保健品有限公司,山东省,青岛市,市北区,人民路商圈阜新路33号
润之源机械,13,青岛润之源机械有限公司,山东省,青岛市,黄岛区,王台镇逄猛张工业园
金鑫和佳机械,14,青岛金鑫和佳机械有限公司,山东省,青岛市,黄岛区,王台逄猛张工业园附近
金诚佳机械,15,青岛金诚佳机械有限公司,山东省,青岛市,黄岛区,王台镇逄猛张工业园
薇尔张发制品,16,青岛薇尔张发制品有限公司,山东省,青岛市,胶州市,北京路水岸府邸西区
张家港市欣发毛皮纺织,17,张家港市欣发毛皮纺织有限公司,山东省,青岛市,即墨区,商场街66号附近
宜联之家电子商务张家楼分理处,18,青岛宜联之家电子商务有限公司张家楼分理处,山东省,青岛市,黄岛区,寨里路南50米
张家港保税区纳鑫海进出口驻办事处,19,张家港保税区纳鑫海进出口有限公司驻青岛办事处,山东省,青岛市,黄岛区,保税区内莫斯科路54号鼎业国际大厦12层
张家港保税区棉商进出口办事处,20,张家港保税区棉商进出口有限公司(青岛办事处),山东省,青岛市,黄岛区,北京路60号新天地大厦-A212层
张容电器,21,青岛张容电器有限公司,山东省,青岛市,黄岛区,康庭街577号
张昕室内设计,22,张昕室内设计有限公司,山东省,青岛市,市北区,福州北路133-8号
云起张商贸,23,青岛云起张商贸有限公司,山东省,青岛市,黄岛区,嘉陵江西路216甲31号
张容电器西门,24,青岛张容电器有限公司(西门),山东省,青岛市,黄岛区,康庭街577号附近
紫滢酒店,0,紫滢酒店,山东省,青岛市,崂山区,秦岭路16-8号(崂山区政府西门对面)
景苑文化生态酒店,0,景苑文化生态酒店,山东省,青岛市,城阳区,王沙路青岛夏庄花木大世界
嘉禾优品阿里山路店,0,嘉禾优品(阿里山路店),山东省,青岛市,黄岛区,阿里山路139号
海味轩,1,海味轩,山东省,青岛市,黄岛区,天目山路63号
亿康源,0,青岛亿康源餐饮管理有限公司,山东省,青岛市,城阳区,西后楼社区
亿康源东北门,1,青岛亿康源餐饮管理有限公司(东北门),山东省,青岛市,城阳区,火炬路南100米
田园春,0,田园春餐饮管理有限公司,山东省,青岛市,黄岛区,黄河东路77号20米左拐
食饮天下,0,食饮天下餐饮管理有限公司,山东省,青岛市,李沧区,[]
尽道高新区店,0,尽道餐饮管理有限公司青岛高新区店,山东省,青岛市,城阳区,红岛经济开发区汇智桥路创业大厦2层
桂花家滋味水饺店,0,桂花家滋味水饺店,山东省,青岛市,市南区,新田路7号
鑫品家滋味东北菜,1,鑫品家滋味东北菜,山东省,青岛市,莱西市,北京中路隋家屯村397号(培恩集成厨房)
咱家滋味馆,2,咱家滋味馆,山东省,青岛市,城阳区,一品街与裕园六路交叉口东北100米
加油烤肉,0,加油烤肉,山东省,青岛市,城阳区,兴阳路海棠苑2号
土耳其烤肉拌饭金盾店,1,土耳其烤肉拌饭(金盾店),山东省,青岛市,即墨区,八里一村108号(八里一村市场北头)
春汌八色石板烤肉南流路店,2,春汌八色石板烤肉(南流路店),山东省,青岛市,城阳区,南流路281号(航油加油站北50米)
船家渔水饺兴隆路店,3,船家渔水饺(兴隆路店),山东省,青岛市,市北区,兴隆路53号(兴隆路加油加气站斜对面)(原益康乐兴隆饭庄店)
好多客特色牛筋面,4,好多客特色牛筋面,山东省,青岛市,市北区,长春路5-3附近(3单元101户)
鞑鞑烤羊腿即墨店,5,鞑鞑烤羊腿(即墨店),山东省,青岛市,即墨区,嵩山二路660号(金盾加油站北300米路东)
金手勺海鲜大咖,6,金手勺海鲜大咖,山东省,青岛市,即墨区,"蓝鳌路1407号(水上公园东100米路南,中石油加油站对面)"
毛毛餐厅桦川路,0,毛毛餐厅(桦川路),山东省,青岛市,市北区,桦川路16号洪山坡小区内(洪山坡小区附近)
一品优佳,1,青岛一品优佳,山东省,青岛市,市北区,福州北路鼎都大厦135-9号
百强私家厨房辽阳西路,2,百强私家厨房(辽阳西路),山东省,青岛市,市北区,辽阳西路220号(近桦川路小学)
天赐小院桦川支路店,3,天赐小院(桦川支路店),山东省,青岛市,市北区,桦川支路5号
回家湘菜馆浮山后店,4,回家湘菜馆(浮山后店),山东省,青岛市,市北区,同和路7号(第五教工幼儿园对面)
尚朋堂果木烤鸭洪山坡店,5,尚朋堂果木烤鸭(洪山坡店),山东省,青岛市,市北区,辽阳西路洪山坡小区辽源路328号(家友低价超市东邻)
众福万家鲜味馆,6,众福万家鲜味馆,山东省,青岛市,市北区,桦川支路3号
怡家菜馆,7,怡家菜馆,山东省,青岛市,市北区,伊春路荟萃五金店旁
天涯海阁,8,天涯海阁,山东省,青岛市,市北区,桦川一路1号
小仙女水果捞,9,小仙女水果捞,山东省,青岛市,市北区,伊春路221号1号楼602(中房福岭小区对面)
炉火万家菜馆,10,炉火万家菜馆,山东省,青岛市,市北区,桦川支路与辽源路交叉口北50米
鲜烤小厨辽源路店,11,鲜烤小厨(辽源路店),山东省,青岛市,市北区,桦川支路3号甲
诺亚亦家sinoah咖啡,12,诺亚亦家sinoah咖啡,山东省,青岛市,市北区,福州北路135号鼎都商务楼网点
奶为鲜洪山坡小区店,13,奶为鲜(洪山坡小区店),山东省,青岛市,市北区,桦川路12号(洪山坡小区)
洪山小馆,14,洪山小馆,山东省,青岛市,市北区,洪山坡桦川路14号
海佳奇特色馄饨,15,海佳奇特色馄饨,山东省,青岛市,市北区,北区同和路13号
雅美寿司,16,雅美寿司,山东省,青岛市,市北区,辽阳西路240-1号附近
传奇钓渔台,17,传奇钓渔台,山东省,青岛市,市北区,福州北路139号甲2-47(福州北路与桦川一路交叉口)
大锅全羊辽源路,18,大锅全羊(辽源路),山东省,青岛市,市北区,桦川支路与桦川路交叉口东50米
家牵挂的味道,19,家牵挂的味道,山东省,青岛市,市北区,桦川二路与桦川路交叉口南50米
全城精品欢乐美食城店,20,全城精品(欢乐美食城店),山东省,青岛市,市北区,桦川支路与辽源路交叉口西50米
泰美味,0,青岛泰美味餐饮有限公司,山东省,青岛市,市南区,南澳门路86号百丽广场西1楼暹罗椰林
中泰,1,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
泰龙排骨米饭,2,泰龙排骨米饭,山东省,青岛市,黄岛区,黄岛街道黄河东路173号展厅173栋1层
釜泰祥馄饨总店,3,釜泰祥馄饨(总店),山东省,青岛市,即墨区,嵩山二路700号世纪花园北区西门南80米(新利群东对面嵩山二路东)
盛泰金明商贸,4,盛泰金明商贸有限公司,山东省,青岛市,黄岛区,银领国际1210
泰禾美邦自动化设备,5,泰禾美邦自动化设备有限公司,山东省,青岛市,李沧区,京口路28号苏宁生活广场C座1801室
裕泰祥茶庄,6,裕泰祥茶庄,山东省,青岛市,城阳区,夏塔路925号附近
星程精品海泰万丰酒店站,7,星程精品海泰万丰酒店餐饮站,山东省,青岛市,崂山区,山头东路68号
利群便利店黄岛瑞泰店,8,利群便利店(黄岛瑞泰店),山东省,青岛市,黄岛区,长江中路266瑞泰购物广场负1层
华洋天圣小厨房,0,华洋天圣餐饮小厨房,山东省,青岛市,市南区,香港中路5号
桂堂东文化,0,青岛桂堂东餐饮文化有限公司,山东省,青岛市,市南区,闽江路200号良子SPA足疗
听海蒸鲜崂山店,1,听海蒸鲜(崂山店),山东省,青岛市,崂山区,秦岭路12号
味倾城主题特色餐厅,2,味倾城主题特色餐厅,山东省,青岛市,市南区,闽江二路8号
鱼酷活鱼现烤昆明路店,3,鱼酷活鱼现烤(昆明路店),山东省,青岛市,市北区,昆明路90号
大牙记小师傅中式快餐,0,大牙记小师傅中式快餐,山东省,青岛市,黄岛区,海南路501-7号附近
小海螺,1,小海螺,山东省,青岛市,黄岛区,海南路56号
百味聚灌汤包,0,百味聚灌汤包,山东省,青岛市,城阳区,恒鸣路南100米
百味聚香缘酒店,1,百味聚香缘酒店,山东省,青岛市,黄岛区,琅琊台路12-6号附近
清康悦,0,青岛清康悦餐饮服务有限公司,山东省,青岛市,胶州市,魏家屯村
渔歌谣食府,0,渔歌谣食府,山东省,青岛市,城阳区,正阳中路159号157-6(爱尊客酒店旁)
渔歌谣食府,1,渔歌谣食府,山东省,青岛市,城阳区,双元路16号滟澜海岸小区
开海美食,0,青岛开海美食餐饮管理有限公司,山东省,青岛市,市南区,新湛路2号1栋网点
美味帝国,1,美味帝国餐饮管理有限公司,山东省,青岛市,即墨区,泰山三路与鹤山路交叉口东南50米
中泰,2,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
同聚源,3,青岛同聚源餐饮管理有限公司,山东省,青岛市,黄岛区,创业路附近
宝食捷,4,青岛宝食捷餐饮管理有限公司,山东省,青岛市,即墨区,环秀街道珠江二路前东城工业园附近
牡丹汗黄岛,5,青岛牡丹汗餐饮管理有限公司黄岛分公司,山东省,青岛市,黄岛区,馨月斋东侧
奕硕,6,青岛奕硕餐饮管理有限公司,山东省,青岛市,黄岛区,漓江西路678号唐岛湾步行街2层
牛宴瀚海club,7,青岛牛宴餐饮管理有限公司(瀚海club),山东省,青岛市,市北区,利津路滨县路59号(利津路小商品批发市场)
油菜花智慧中冶圣乔维斯自提点,8,油菜花智慧餐饮管理有限公司(中冶圣乔维斯自提点),山东省,青岛市,城阳区,靖城路圣乔维斯小区内
满堂,9,满堂餐饮管理有限公司,山东省,青岛市,李沧区,金水路183号
鑫复盛,10,青岛鑫复盛餐饮管理有限公司,山东省,青岛市,城阳区,青威路407-29号
源润盛,11,青岛源润盛餐饮管理有限公司,山东省,青岛市,市北区,台柳路和达中心城B座
名躬望远,12,青岛名躬望远餐饮管理有限公司,山东省,青岛市,崂山区,海尔路63号-1号02网点
客百赞,13,青岛客百赞餐饮管理有限公司,山东省,青岛市,市北区,大学生创业孵化中心6层617
金味缘牛杂面,14,青岛金味缘餐饮管理有限公司牛杂面,山东省,青岛市,城阳区,棘洪滩锦宏西路8号
美世佳,15,美世佳餐饮管理有限公司,山东省,青岛市,市南区,费县路1号-乙
海上嘉年华酒店,16,青岛海上嘉年华酒店管理有限公司,山东省,青岛市,黄岛区,漓江西路1158号
韦林福恩,17,青岛韦林福恩餐饮管理服务有限公司,山东省,青岛市,市南区,大尧三路15-5号
红枫叶,18,红枫叶餐饮管理有限公司,山东省,青岛市,市北区,龙城路31号卓越世纪中心3号楼2123室
丰合物业管理,19,青岛丰合物业管理有限公司,山东省,青岛市,市南区,香港中路12号丰合广场B区负一层07室(市政府对面、五四广场)
果木香果木香熟食莱西店,20,果木香餐饮管理有限公司果木香熟食(莱西店),山东省,青岛市,莱西市,滨河路47号附近
瑞美滋咨询,21,青岛瑞美滋餐饮管理咨询有限公司,山东省,青岛市,市北区,浮山后四小区
安澜酒店,22,青岛安澜酒店管理有限公司,山东省,青岛市,市南区,太平路37号
臻悦海宴酒店,23,青岛臻悦海宴酒店管理有限公司,山东省,青岛市,崂山区,[]
海派美食锦尚店,24,海派美食(锦尚店),山东省,青岛市,市北区,重庆南路118-1号
合伙人水饺鞍山一路,0,合伙人水饺(鞍山一路),山东省,青岛市,市北区,鞍山一路96号甲-8
澳昵港湾,0,澳昵港湾,山东省,青岛市,黄岛区,富春江路九顶山小区221号
上流绿色便民大食堂,0,上流绿色便民大食堂,山东省,青岛市,李沧区,金水路77号金水源小区南门
美洁,0,青岛美洁餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台南路鲁宝精密工业有限公司向东30米
安帮,1,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
圣旺三达,2,圣旺三达餐饮管理有限公司,山东省,青岛市,城阳区,[]
中泰,3,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
浩世,4,浩世(青岛)餐饮管理有限公司,山东省,青岛市,市南区,漳州一路与闽江二路交叉口南50米
三酉友,5,青岛三酉友餐饮管理有限公司,山东省,青岛市,崂山区,云岭路10-3号附近
美味帝国,6,美味帝国餐饮管理有限公司,山东省,青岛市,即墨区,泰山三路与鹤山路交叉口东南50米
品客佳,7,青岛品客佳餐饮管理有限公司,山东省,青岛市,胶州市,郑州东路18号胶州湾财富中心F3
神羊谷,8,青岛神羊谷餐饮管理有限公司,山东省,青岛市,李沧区,九水东路320-26号山景小城1号楼3单元001室
韦林福恩,9,青岛韦林福恩餐饮管理服务有限公司,山东省,青岛市,市南区,大尧三路15-5号
大连彤德莱,10,大连彤德莱餐饮管理有限公司(青岛分公司),山东省,青岛市,市北区,上清路37号518/523青岛电视塔文化创意中心
创业帮,11,青岛创业帮餐饮管理有限公司,山东省,青岛市,城阳区,瑞阳路东50米
高和,12,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
金谷,13,青岛金谷餐饮管理有限公司,山东省,青岛市,平度市,杭州路11-1号附近
新宇,14,青岛新宇餐饮管理有限公司,山东省,青岛市,胶州市,爱民街与珠州路交叉口东50米
鑫丰,15,青岛鑫丰餐饮管理有限公司,山东省,青岛市,黄岛区,中心大街与福余街交叉口东50米
张宏,16,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
优格,17,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
腾飞,18,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
诚旭,19,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
万鑫,20,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
千忆,21,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
顺康,22,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
逸航,23,青岛逸航餐饮管理有限公司,山东省,青岛市,李沧区,夏庄路7号附近
康信,24,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
湾仔尚品,0,青岛湾仔尚品餐饮管理有限责任公司,山东省,青岛市,城阳区,兴阳路与安顺北路交叉口东南100米
五味合盛,1,五味合盛餐饮管理有限公司,山东省,青岛市,市南区,东海西路52号兴源花园2号楼车库12
美洁,2,青岛美洁餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台南路鲁宝精密工业有限公司向东30米
高和,3,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
金谷,4,青岛金谷餐饮管理有限公司,山东省,青岛市,平度市,杭州路11-1号附近
新宇,5,青岛新宇餐饮管理有限公司,山东省,青岛市,胶州市,爱民街与珠州路交叉口东50米
鑫丰,6,青岛鑫丰餐饮管理有限公司,山东省,青岛市,黄岛区,中心大街与福余街交叉口东50米
张宏,7,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
恒康,8,青岛恒康餐饮管理有限公司,山东省,青岛市,黄岛区,前湾港路402号
康信,9,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
逸航,10,青岛逸航餐饮管理有限公司,山东省,青岛市,李沧区,夏庄路7号附近
顺康,11,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
千忆,12,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
万鑫,13,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
诚旭,14,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
腾飞,15,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
优格,16,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
安帮,17,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
中泰,18,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
创业帮,19,青岛创业帮餐饮管理有限公司,山东省,青岛市,城阳区,瑞阳路东50米
未来健康,20,青岛未来健康餐饮管理有限公司,山东省,青岛市,黄岛区,临海路附近
瑞盈善,21,青岛瑞盈善餐饮管理有限公司,山东省,青岛市,城阳区,仙山东路与黑龙江中路交叉口西北200米
元恩元,22,青岛元恩元餐饮管理有限公司,山东省,青岛市,城阳区,长城路国贸大厦5层
万和春,23,青岛万和春餐饮管理有限公司,山东省,青岛市,市北区,上海路6号戊
金毓厨,24,青岛金毓厨餐饮管理有限公司,山东省,青岛市,市北区,[]
妈妈牧场,0,妈妈牧场,山东省,青岛市,市南区,"漳州路138号太古广场步行街(毅牛烤排楼上,PARTY9旁)"
瑞福祥,0,瑞福祥,山东省,青岛市,平度市,锦州路138号
瑞福祥米面飘香排骨米饭国贸店,1,瑞福祥米面飘香排骨米饭(国贸店),山东省,青岛市,平度市,扬州路58号北方国贸购物中心F1层
玛莲娜,0,玛莲娜,山东省,青岛市,市南区,东海中路11号甲青岛海情大酒店
空港,0,青岛空港餐饮服务有限公司,山东省,青岛市,胶州市,[]
小破店,0,小破店,山东省,青岛市,市北区,宁波路与馆陶路交叉口西北50米
小破店怀旧音乐主题餐吧台东四路总店,1,小破店怀旧音乐主题餐吧(台东四路总店),山东省,青岛市,市北区,台东四路154号
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
美洁,1,青岛美洁餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台南路鲁宝精密工业有限公司向东30米
多鲜乐,2,多鲜乐(青岛)餐饮管理有限公司,山东省,青岛市,市南区,东海西路17号海信大厦1217室
中泰,3,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
浩世,4,浩世(青岛)餐饮管理有限公司,山东省,青岛市,市南区,漳州一路与闽江二路交叉口南50米
创业帮,5,青岛创业帮餐饮管理有限公司,山东省,青岛市,城阳区,瑞阳路东50米
高和,6,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
金谷,7,青岛金谷餐饮管理有限公司,山东省,青岛市,平度市,杭州路11-1号附近
新宇,8,青岛新宇餐饮管理有限公司,山东省,青岛市,胶州市,爱民街与珠州路交叉口东50米
鑫丰,9,青岛鑫丰餐饮管理有限公司,山东省,青岛市,黄岛区,中心大街与福余街交叉口东50米
张宏,10,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
恒康,11,青岛恒康餐饮管理有限公司,山东省,青岛市,黄岛区,前湾港路402号
康信,12,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
逸航,13,青岛逸航餐饮管理有限公司,山东省,青岛市,李沧区,夏庄路7号附近
顺康,14,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
千忆,15,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
万鑫,16,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
诚旭,17,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
腾飞,18,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
优格,19,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
未来健康,20,青岛未来健康餐饮管理有限公司,山东省,青岛市,黄岛区,临海路附近
朴大人,21,青岛朴大人餐饮管理有限公司,山东省,青岛市,城阳区,青威路49号世韩俱乐部院内
鹏发源,22,青岛鹏发源餐饮管理有限公司,山东省,青岛市,黄岛区,东岳东路西100米
湾仔尚品,23,青岛湾仔尚品餐饮管理有限责任公司,山东省,青岛市,城阳区,兴阳路与安顺北路交叉口东南100米
同聚源,24,青岛同聚源餐饮管理有限公司,山东省,青岛市,黄岛区,创业路附近
麒麟回转火锅设备,0,青岛麒麟回转火锅设备,山东省,青岛市,黄岛区,海港路东150米
鑫港渔村红旗路,0,鑫港渔村(红旗路),山东省,青岛市,平度市,红旗路19-24号
,0,餐饮管理服务有限公司,山东省,青岛市,市南区,瞿塘峡路39号6楼
颐美,1,青岛颐美餐饮管理服务有限公司,山东省,青岛市,李沧区,九水东路320号
韦林福恩,2,青岛韦林福恩餐饮管理服务有限公司,山东省,青岛市,市南区,大尧三路15-5号
鼎润时尚,3,青岛鼎润时尚餐饮管理服务有限公司,山东省,青岛市,即墨区,营上路东50米
品尚百丽店,4,品尚餐饮管理服务有限公司(百丽店),山东省,青岛市,市南区,南澳门路88号百丽广场负一层豆捞坊
佳食居,5,青岛佳食居餐饮管理服务有限公司,山东省,青岛市,市南区,曲阜路22号百盛商业大厦2301
丽珊,6,青岛丽珊餐饮管理服务有限公司,山东省,青岛市,崂山区,香港东路195号乙金狮广场
尧天盛泰,7,青岛尧天盛泰餐饮管理服务有限公司,山东省,青岛市,黄岛区,海港路676号附近
德晟合,8,青岛德晟合餐饮管理服务有限公司,山东省,青岛市,城阳区,流亭街道万万顺工贸院内
君康源,9,青岛君康源餐饮管理服务有限公司,山东省,青岛市,即墨区,九江路北150米
尧天盛泰东南门,10,青岛尧天盛泰餐饮管理服务有限公司(东南门),山东省,青岛市,黄岛区,海港路676号附近
绿君源,11,青岛绿君源餐饮服务管理有限公司,山东省,青岛市,李沧区,兴城路街道四流北路37号
绿君源西北门,12,青岛绿君源餐饮服务管理有限公司(西北门),山东省,青岛市,李沧区,四流北路37号
苏式琦杭,13,青岛苏式琦杭餐饮服务管理有限公司,山东省,青岛市,即墨区,城东三路213号西60米
吉丰酒店,14,青岛吉丰餐饮服务酒店管理有限公司,山东省,青岛市,黄岛区,黄岛街道千山北路徐戈庄商城东100米
老邻居餐饮公司,15,青岛老邻居餐饮公司,山东省,青岛市,城阳区,正阳东路201号
满堂,16,满堂餐饮管理有限公司,山东省,青岛市,李沧区,金水路183号
中泰,17,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
